Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek,Studia
Wydział Budowy Maszyn i Informatyki,mgr inż. Mikołaj Grygiel,Grafika komputerowa,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mikołaj Grygiel,Projektowanie rozwiązań internetowych,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mikołaj Grygiel,Programowanie II,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Mikołaj Grygiel,Grafika komputerowa,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Łukasz Hamera,Projekt - zespołowe przedsięwzięcie programistyczne,proj,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Podstawy napędu elektrycznego,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Elektrotechnika i elektronika w zastosowaniach przemysłowych,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Programowanie mikrokontrolerów,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Programowanie mikrokontrolerów,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Przetworniki pomiarowe w układach mechatronicznych,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Podstawy elektrotechniki i elektroniki,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Programowanie mikrokontrolerów,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Daniel Jancarczyk,Sterowanie elektrycznymi układami napędowymi,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kajstura,Technika cyfrowa i mikroprocesorowa,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Krzysztof Kajstura,Technika cyfrowa i mikroprocesorowa,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Metody sztucznej inteligencji,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Zaawansowane techniki programowania,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Zaawansowane techniki programowania,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Metody sztucznej inteligencji,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Metody sztucznej inteligencji,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Mirosław Kordos,Metody sztucznej inteligencji,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Fizyka,ćw,Inf,S
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Fizyka,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Podstawy informatyki,wyk,Kom int,S
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Podstawy informatyki,ćw,Kom int,S
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Elektrotechnika i elektronika,lab,Trans,NZ
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Elektrotechnika i elektronika,wyk,Trans,NZ
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Fizyka,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr Aleksandra Kłos-Witkowska,Fizyka,ćw,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Digital signal processing (przedmiot prowadzony w j. angielskim: Przetwarzanie sygnałów cyfrowych),lab,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Grafika komputerowa,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Uczenie maszynowe,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Grafika komputerowa,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Uczenie maszynowe,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Digital signal processing (przedmiot prowadzony w j. angielskim: Przetwarzanie sygnałów cyfrowych),wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Nauka o danych II,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Grafika komputerowa,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Grafika komputerowa,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Cyfrowe przetwarzanie sygnałów I,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Matematyka konkretna,ćw,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. dr hab. Vasyl Martsenyuk,Graphics and Computer Games I,wyk,Erasmus,WBMiI
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Elektronika,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Elektronika,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Podstawy elektrotechniki i elektroniki,ćw,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Podstawy elektrotechniki i elektroniki,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Układy elektroniczne w mechatronice,ćw,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Układy elektroniczne w mechatronice,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Układy elektroniczne w mechatronice,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Podstawy elektrotechniki i elektroniki,ćw,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Andrzej Masny,Podstawy elektrotechniki i elektroniki,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,dr Joanna Nikodem,Nauka o danych I,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr Joanna Nikodem,Nauka o danych I,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Podstawy napędu elektrycznego,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Podstawy napędu elektrycznego,ćw,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Sterowanie elektrycznymi układami napędowymi,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Przetworniki pomiarowe w układach mechatronicznych,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Patyk,Przekształtniki energoelektroniczne,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Elektronika,ćw,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Elektronika,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Elektronika,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Elektronika,ćw,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Programowanie mikrokontrolerów,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Projektowanie sterowania układów mechatronicznych,proj,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Projektowanie sterowania układów mechatronicznych,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Programowanie mikrokontrolerów,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Pytka,Przetwarzanie dzwięku,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslan Shevchuk,Programowanie II,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslan Shevchuk,Technologie Blockchain,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslan Shevchuk,Bezpieczeństwo sieci Web,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslan Shevchuk,Programowanie II,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Ruslan Shevchuk,Teletransmisja II,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Interfejs w aplikacjach internetowych,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Programowanie II,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Nierelacyjne bazy danych,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Nierelacyjne bazy danych,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Piotr Soszka,Metody sztucznej inteligencji,lab,Inf,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Izabela Bieńkowska,Pedagogika specjalna,wyk,Ped st,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Izabela Bieńkowska,Pedagogika dziecka ze specjalnymi potrzebami edukacyjnymi/Praca z dzieckiem ze specjalnymi potrzebami edukacyjnymi,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Izabela Bieńkowska,Seminarium dyplomowe,sem,PPiW,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Izabela Bieńkowska,Pedagogika dziecka ze specjalnymi potrzebami edukacyjnymi/Praca z dzieckiem ze specjalnymi potrzebami edukacyjnymi,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Tpw,wyk,Ped sp,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Tpw,ćw,Ped sp,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Pisp,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Pisp,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Fw,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Tpw,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Tpw,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Ppmp,wyk,Ped,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Kateryna Binytska,Tpw,wyk,Ped,S
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Wspieranie rozwoju dziecka z niepełnosprawnością intelektualną/Praca z dzieckiem z niepelnosprawnością intelektualną,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Wspieranie rozwoju dziecka z niepełnosprawnością intelektualną/Praca z dzieckiem z niepelnosprawnością intelektualną,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Seminarium dyplomowe,sem,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Komunikacja AAC/ Wspomagające i alternatywne metody komunikacji,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z niepełnosprawością intelektualną/ Praca korekcyjno-kompensacyjna z dziećmi z niepełnosprawością intelektualną,ćw,Ped,S
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z&nbsp;niepełnosprawnością sprzężoną/Praca korekcyjno-kompensacyjna z dzieckiem z niepełnosprawnością sprzężoną,ćw,Ped,S
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z&nbsp;niepełnosprawnością sprzężoną/Praca korekcyjno-kompensacyjna z dzieckiem z niepełnosprawnością sprzężoną,wyk,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Komunikacja AAC/ Wspomagające i alternatywne metody komunikacji,ćw,Ped,S
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z&nbsp;niepełnosprawnością sprzężoną/Praca korekcyjno-kompensacyjna z dzieckiem z niepełnosprawnością sprzężoną,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z&nbsp;niepełnosprawnością sprzężoną/Praca korekcyjno-kompensacyjna z dzieckiem z niepełnosprawnością sprzężoną,wyk,Ped,S
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Kompetencje pedagoga specjalnego,ćw,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Seminarium magisterskie,sem,Ped st,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Pierwsza pomoc przedmedyczna,lab,Ped st,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Metodyka zajęć korekcyjno-kompensacyjnych dla dzieci z niepełnosprawością intelektualną/ Praca korekcyjno-kompensacyjna z dziećmi z niepełnosprawością intelektualną,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Anna Borzęcka,Kompetencje pedagoga specjalnego,wyk,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Pusink,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia rozwojowa,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia osobowości,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Pusink,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia rozwojowa,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia osobowości,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Pwis,wyk,Ped,S
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia rozwojowa i osobowości,wyk,Ped,S
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Pwis,wyk,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia rozwojowa i osobowości,wyk,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia społeczna i wychowawcza<br><strong>Pusink</strong> - Psychologia uczenia się i nauczania/Psychologia kształcenia<br><strong>Pwis</strong> - Psychologia wychowawcza i społeczna,wyk,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia wychowawcza i społeczna,wyk,Ped,S
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,PusinPk,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Andrzej Chmiel,Psychologia społeczna i wychowawcza<br><strong>PusinPk</strong> - Psychologia uczenia się i nauczania/Psychologia kształcenia<br><strong>Pusink</strong> - Psychologia uczenia się i nauczania/Psychologia kształcenia<br><strong>Pwis</strong> - Psychologia wychowawcza i społeczna,wyk,Ped sp,NZ
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka zajęć pozalekcyjnych i pozaszkolnych,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Pedagogika dziecka ze specjalnymi potrzebami edukacyjnymi/Praca z dzieckiem ze specjalnymi potrzebami edukacyjnymi,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka zajęć pozalekcyjnych i pozaszkolnych,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Pedagogika dziecka ze specjalnymi potrzebami edukacyjnymi/Praca z dzieckiem ze specjalnymi potrzebami edukacyjnymi,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka pracy pedagoga szkolnego,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka pracy i współpracy z rodziną oraz prawnymi opiekunami dziecka/ Współpraca pedagoga ze środowiskiem,ćw,Ped,S
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka pracy pedagoga szkolnego,ćw,Ped,S
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka zajęć korekcyjno-kompensacyjnych,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,mgr Adriana Galocz,Metodyka pracy i współpracy z rodziną oraz prawnymi opiekunami dziecka/ Współpraca pedagoga ze środowiskiem,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedagogika porównawcza/Współczesna myśl pedagogiczna,wyk,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Diagnoza trudności w uczeniu się i zaburzeń zachowania u dzieci/Diagnoza niepowodzeń szkolnych,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedagogika specjalna,ćw,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Historia pedagogiki specjalnej,ćw,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Historia pedagogiki specjalnej,wyk,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedagogika specjalna,wyk,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedeutologia/Problemy kształcenia,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Wspieranie rozwoju dziecka z zaburzeniami zachowania/Praca pedagogiczna z dzieckiem z zaburzeniami zachowania,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Pedeutologia/Problemy kształcenia,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Diagnoza trudności w uczeniu się i zaburzeń zachowania u dzieci/Diagnoza niepowodzeń szkolnych,ćw,Ped,S
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Metodyka zajęć korekcyjno-kompensacyjnych,ćw,Ped,S
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Dydaktyka specjalna,wyk,Ped st,NZ
Wydział Humanistyczno-Społeczny,dr Natalia Gumińska,Dydaktyka specjalna,ćw,Ped st,NZ
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Diagnoza trudności w uczeniu się i zaburzeń zachowania u dzieci/Diagnoza niepowodzeń szkolnych,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka pedagogiki wczesnoszkolnej,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka pedagogiki przedszkolnej,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka pedagogiki przedszkolnej,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka zajęć korekcyjno-kompensacyjnych,wyk,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Metodyka zajęć korekcyjno-kompensacyjnych,wyk,Ped,S
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Ewaluacja instytucji edukacyjnych/Kierunki optymalizacji działalności instytucji oświatowych,wyk,Ped st,NZ
Wydział Humanistyczno-Społeczny,dr Karolina Kantyka-Dziwisz,Innowacje pedagogiczne/Kreatywność w pracy pedagoga,wyk,Ped st,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Seminarium dyplomowe,sem,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Metodologia badań pedagogicznych/Praca badawcza nauczyciela,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Metodologia badań pedagogicznych/Praca badawcza nauczyciela,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Seminarium dyplomowe,sem,Ped,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Uwpjokp,ćw,Ped st,NZ
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Dydaktyka ogólna,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Dydaktyka ogólna,ćw,PPiW,S
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Ewa Kochanowska,Upowszechnianie wiedzy pedagogicznej jako obszar kompetencji pedagoga,wyk,Ped st,NZ
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Metodyka pedagogiki wczesnoszkolnej,ćw,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Wybrane modele i koncepcje pedagogiki wczesnoszkolnej/Tendencje i kierunki zmian we współczesnej pedagogice wczesnoszkolnej,wyk,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Metodyka pedagogiki wczesnoszkolnej,wyk,PPiW,S
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Seminarium dyplomowe,sem,PPiW,NZ
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Dydaktyka ogólna,ćw,Ped,NZ
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Dydaktyka ogólna,ćw,Ped,S
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Dydaktyka ogólna,ćw,Ped sp,NZ
Wydział Humanistyczno-Społeczny,dr Rafał Kojs,Dydaktyka ogólna,wyk,Ped sp,NZ
